name,code,year,CPI
"Hong Kong SAR, China",HKG,2015,2.99084819322579
"Hong Kong SAR, China",HKG,2016,2.40930743862221
"Hong Kong SAR, China",HKG,2017,1.49387243939528
"Hong Kong SAR, China",HKG,2018,2.40613432046534
"Hong Kong SAR, China",HKG,2019,2.88320853773994
"Hong Kong SAR, China",HKG,2020,0.25096202108081
"Hong Kong SAR, China",HKG,2021,1.56875834445923
"Hong Kong SAR, China",HKG,2022,1.88136707196852
"Hong Kong SAR, China",HKG,2023,2.09660511249086
"Hong Kong SAR, China",HKG,2024,1.72972119105916
Ireland,IRL,2014,0.190916398713822
Ireland,IRL,2015,-0.330959783371778
Ireland,IRL,2016,0.0201247735962648
Ireland,IRL,2017,0.362173038229412
Ireland,IRL,2018,0.471130713712891
Ireland,IRL,2019,0.937842961189285
Ireland,IRL,2020,-0.326183651280059
Ireland,IRL,2021,2.34034113447046
Ireland,IRL,2022,7.82945736434107
Ireland,IRL,2023,6.29942487419122
Ireland,IRL,2024,2.11344999577319
Italy,ITA,2014,0.241047429826794
Italy,ITA,2015,0.0387903996579146
Italy,ITA,2016,-0.094016656915686
Italy,ITA,2017,1.22653316645805
Italy,ITA,2018,1.13748763600396
Italy,ITA,2019,0.611246943765281
Italy,ITA,2020,-0.137707573916501
Italy,ITA,2021,1.87378325762482
Italy,ITA,2022,8.20128991161714
Italy,ITA,2023,5.62219442195906
Italy,ITA,2024,0.98237302306138
Luxembourg,LUX,2014,0.628543985440711
Luxembourg,LUX,2015,0.474743161437794
Luxembourg,LUX,2016,0.2908333333333
Luxembourg,LUX,2017,1.73079959118893
Luxembourg,LUX,2018,1.52819524307374
Luxembourg,LUX,2019,1.74332075653852
Luxembourg,LUX,2020,0.819957302127018
Luxembourg,LUX,2021,2.52692009066169
Luxembourg,LUX,2022,6.33600807777913
Luxembourg,LUX,2023,3.74140361983141
Luxembourg,LUX,2024,2.05113269954858
Netherlands,NLD,2014,0.976035079699672
Netherlands,NLD,2015,0.600248147278746
Netherlands,NLD,2016,0.3166666666667
Netherlands,NLD,2017,1.38145871407207
Netherlands,NLD,2018,1.70349794744475
Netherlands,NLD,2019,2.63369910249596
Netherlands,NLD,2020,1.27246037789166
Netherlands,NLD,2021,2.67572008805385
Netherlands,NLD,2022,10.0012078753473
Netherlands,NLD,2023,3.8383935434281
Netherlands,NLD,2024,3.3475430421995
Norway,NOR,2014,2.0417028670721
Norway,NOR,2015,2.17113665389527
Norway,NOR,2016,3.55
Norway,NOR,2017,1.87510059552554
Norway,NOR,2018,2.76483134528787
Norway,NOR,2019,2.16773003305404
Norway,NOR,2020,1.28658490707998
Norway,NOR,2021,3.48388055266683
Norway,NOR,2022,5.76412317852275
Norway,NOR,2023,5.51784987104656
Norway,NOR,2024,3.14530134431072
Saudi Arabia,SAU,2014,2.23916590559671
Saudi Arabia,SAU,2015,1.20469388504568
Saudi Arabia,SAU,2016,2.06740778344411
Saudi Arabia,SAU,2017,-0.836410331520586
Saudi Arabia,SAU,2018,2.45719835917882
Saudi Arabia,SAU,2019,-2.0933490096655
Saudi Arabia,SAU,2020,3.4454670643357
Saudi Arabia,SAU,2021,3.06328988941548
Saudi Arabia,SAU,2022,2.47407371925371
Saudi Arabia,SAU,2023,2.32708518362698
Saudi Arabia,SAU,2024,1.68792112375813
Singapore,SGP,2014,1.03316955857629
Singapore,SGP,2015,-0.521975611895757
Singapore,SGP,2016,-0.529809760375466
Singapore,SGP,2017,0.576763191180009
Singapore,SGP,2018,0.438784215129628
Singapore,SGP,2019,0.567829988405464
Singapore,SGP,2020,-0.172111865925357
Singapore,SGP,2021,2.31610315765142
Singapore,SGP,2022,6.13095418919736
Singapore,SGP,2023,4.83372362825795
Singapore,SGP,2024,2.38951123595021
Sweden,SWE,2014,-0.179638494114693
Sweden,SWE,2015,-0.046784744983309
Sweden,SWE,2016,0.984269244578052
Sweden,SWE,2017,1.79449904665588
Sweden,SWE,2018,1.95353530127028
Sweden,SWE,2019,1.78415097403837
Sweden,SWE,2020,0.497367318853587
Sweden,SWE,2021,2.16319736447151
Sweden,SWE,2022,8.36929098869185
Sweden,SWE,2023,8.54862489748906
Sweden,SWE,2024,2.8358165822403
