id,quarter,gdp_growth
LU,2018 Q3,1.61129561338169
LU,2018 Q4,1.61129561338169
LU,2019 Q1,2.74931929072659
LU,2019 Q2,2.74931929072659
LU,2019 Q3,2.74931929072659
LU,2019 Q4,2.74931929072659
LU,2020 Q1,-0.510051634039826
LU,2020 Q2,-0.510051634039826
LU,2020 Q3,-0.510051634039826
LU,2020 Q4,-0.510051634039826
LU,2021 Q1,6.9297342584233
LU,2021 Q2,6.9297342584233
LU,2021 Q3,6.9297342584233
LU,2021 Q4,6.9297342584233
LU,2022 Q1,-1.09505351160836
LU,2022 Q2,-1.09505351160836
LU,2022 Q3,-1.09505351160836
LU,2022 Q4,-1.09505351160836
LU,2023 Q1,-0.693632727692318
LU,2023 Q2,-0.693632727692318
LU,2023 Q3,-0.693632727692318
LU,2023 Q4,-0.693632727692318
LU,2024 Q1,1.03161671348924
LU,2024 Q2,1.03161671348924
LU,2024 Q3,1.03161671348924
LU,2024 Q4,1.03161671348924
NL,2015 Q1,2.12060523860846
NL,2015 Q2,2.12060523860846
NL,2015 Q3,2.12060523860846
NL,2015 Q4,2.12060523860846
NL,2016 Q1,2.42428572955482
NL,2016 Q2,2.42428572955482
NL,2016 Q3,2.42428572955482
NL,2016 Q4,2.42428572955482
NL,2017 Q1,2.78154619309936
NL,2017 Q2,2.78154619309936
NL,2017 Q3,2.78154619309936
NL,2017 Q4,2.78154619309936
NL,2018 Q1,2.2587403735731
NL,2018 Q2,2.2587403735731
NL,2018 Q3,2.2587403735731
NL,2018 Q4,2.2587403735731
NL,2019 Q1,2.30009157916757
NL,2019 Q2,2.30009157916757
NL,2019 Q3,2.30009157916757
NL,2019 Q4,2.30009157916757
NL,2020 Q1,-3.86795333823223
NL,2020 Q2,-3.86795333823223
NL,2020 Q3,-3.86795333823223
NL,2020 Q4,-3.86795333823223
NL,2021 Q1,6.2768306708326
NL,2021 Q2,6.2768306708326
NL,2021 Q3,6.2768306708326
NL,2021 Q4,6.2768306708326
NL,2022 Q1,5.00723455159611
NL,2022 Q2,5.00723455159611
NL,2022 Q3,5.00723455159611
NL,2022 Q4,5.00723455159611
NL,2023 Q1,0.0745608349011775
NL,2023 Q2,0.0745608349011775
NL,2023 Q3,0.0745608349011775
NL,2023 Q4,0.0745608349011775
NL,2024 Q1,0.979674921515965
NL,2024 Q2,0.979674921515965
NL,2024 Q3,0.979674921515965
NL,2024 Q4,0.979674921515965
SA,2015 Q1,4.65512316652699
SA,2015 Q2,4.65512316652699
SA,2015 Q3,4.65512316652699
SA,2015 Q4,4.65512316652699
SA,2016 Q1,1.70407465765956
SA,2016 Q2,1.70407465765956
SA,2016 Q3,1.70407465765956
SA,2016 Q4,1.70407465765956
SA,2017 Q1,1.18207993308526
SA,2017 Q2,1.18207993308526
SA,2017 Q3,1.18207993308526
SA,2017 Q4,1.18207993308526
SA,2018 Q1,3.2269508901591
SA,2018 Q2,3.2269508901591
SA,2018 Q3,3.2269508901591
SA,2018 Q4,3.2269508901591
SA,2019 Q1,1.65156358885577
SA,2019 Q2,1.65156358885577
SA,2019 Q3,1.65156358885577
SA,2019 Q4,1.65156358885577
SA,2020 Q1,-3.80476473038999
SA,2020 Q2,-3.80476473038999
SA,2020 Q3,-3.80476473038999
SA,2020 Q4,-3.80476473038999
SA,2021 Q1,6.51959698325419
SA,2021 Q2,6.51959698325419
SA,2021 Q3,6.51959698325419
SA,2021 Q4,6.51959698325419
SA,2022 Q1,12.0005874752929
SA,2022 Q2,12.0005874752929
SA,2022 Q3,12.0005874752929
SA,2022 Q4,12.0005874752929
SA,2023 Q1,0.542592439393161
SA,2023 Q2,0.542592439393161
SA,2023 Q3,0.542592439393161
SA,2023 Q4,0.542592439393161
SA,2024 Q1,1.80795515147298
SA,2024 Q2,1.80795515147298
SA,2024 Q3,1.80795515147298
SA,2024 Q4,1.80795515147298
SG,2015 Q1,2.97679931634806
SG,2015 Q2,2.97679931634806
SG,2015 Q3,2.97679931634806
SG,2015 Q4,2.97679931634806
SG,2016 Q1,3.74757848792792
SG,2016 Q2,3.74757848792792
SG,2016 Q3,3.74757848792792
SG,2016 Q4,3.74757848792792
SG,2017 Q1,4.47689915845876
SG,2017 Q2,4.47689915845876
SG,2017 Q3,4.47689915845876
SG,2017 Q4,4.47689915845876
SG,2018 Q1,3.4519759658687
SG,2018 Q2,3.4519759658687
SG,2018 Q3,3.4519759658687
SG,2018 Q4,3.4519759658687
SG,2019 Q1,1.30804118153127
SG,2019 Q2,1.30804118153127
SG,2019 Q3,1.30804118153127
SG,2019 Q4,1.30804118153127
SG,2020 Q1,-3.81470885510713
SG,2020 Q2,-3.81470885510713
SG,2020 Q3,-3.81470885510713
SG,2020 Q4,-3.81470885510713
SG,2021 Q1,9.7568044629903
SG,2021 Q2,9.7568044629903
SG,2021 Q3,9.7568044629903
SG,2021 Q4,9.7568044629903
SG,2022 Q1,4.10800021897151
SG,2022 Q2,4.10800021897151
SG,2022 Q3,4.10800021897151
SG,2022 Q4,4.10800021897151
SG,2023 Q1,1.82140694115385
SG,2023 Q2,1.82140694115385
SG,2023 Q3,1.82140694115385
SG,2023 Q4,1.82140694115385
SG,2024 Q1,4.38802362461865
SG,2024 Q2,4.38802362461865
SG,2024 Q3,4.38802362461865
SG,2024 Q4,4.38802362461865
CH,2015 Q1,1.64462750849488
CH,2015 Q2,1.64462750849488
CH,2015 Q3,1.64462750849488
CH,2015 Q4,1.64462750849488
CH,2016 Q1,2.06868969039562
CH,2016 Q2,2.06868969039562
CH,2016 Q3,2.06868969039562
CH,2016 Q4,2.06868969039562
CH,2017 Q1,1.36279965488859
CH,2017 Q2,1.36279965488859
CH,2017 Q3,1.36279965488859
CH,2017 Q4,1.36279965488859
CH,2018 Q1,2.86044579439036
CH,2018 Q2,2.86044579439036
CH,2018 Q3,2.86044579439036
CH,2018 Q4,2.86044579439036
CH,2019 Q1,1.14198218965691
CH,2019 Q2,1.14198218965691
CH,2019 Q3,1.14198218965691
CH,2019 Q4,1.14198218965691
CH,2020 Q1,-2.14173712008038
CH,2020 Q2,-2.14173712008038
CH,2020 Q3,-2.14173712008038
CH,2020 Q4,-2.14173712008038
CH,2021 Q1,5.55962020605844
CH,2021 Q2,5.55962020605844
CH,2021 Q3,5.55962020605844
CH,2021 Q4,5.55962020605844
CH,2022 Q1,3.04406102969423
CH,2022 Q2,3.04406102969423
CH,2022 Q3,3.04406102969423
CH,2022 Q4,3.04406102969423
CH,2023 Q1,0.683328174376044
CH,2023 Q2,0.683328174376044
CH,2023 Q3,0.683328174376044
CH,2023 Q4,0.683328174376044
CH,2024 Q1,1.30233332541106
CH,2024 Q2,1.30233332541106
CH,2024 Q3,1.30233332541106
CH,2024 Q4,1.30233332541106
GB,2015 Q1,2.22288842280334
GB,2015 Q2,2.22288842280334
GB,2015 Q3,2.22288842280334
GB,2015 Q4,2.22288842280334
GB,2016 Q1,1.92171009934007
GB,2016 Q2,1.92171009934007
GB,2016 Q3,1.92171009934007
GB,2016 Q4,1.92171009934007
GB,2017 Q1,2.65650487566202
GB,2017 Q2,2.65650487566202
GB,2017 Q3,2.65650487566202
GB,2017 Q4,2.65650487566202
GB,2018 Q1,1.40519025981538
GB,2018 Q2,1.40519025981538
GB,2018 Q3,1.40519025981538
GB,2018 Q4,1.40519025981538
GB,2019 Q1,1.62447518038404
GB,2019 Q2,1.62447518038404
GB,2019 Q3,1.62447518038404
GB,2019 Q4,1.62447518038404
GB,2020 Q1,-10.296918859171
GB,2020 Q2,-10.296918859171
GB,2020 Q3,-10.296918859171
GB,2020 Q4,-10.296918859171
GB,2021 Q1,8.57595087393024
GB,2021 Q2,8.57595087393024
GB,2021 Q3,8.57595087393024
GB,2021 Q4,8.57595087393024
GB,2022 Q1,4.83908517877134
GB,2022 Q2,4.83908517877134
GB,2022 Q3,4.83908517877134
GB,2022 Q4,4.83908517877134
GB,2023 Q1,0.39708234553963
GB,2023 Q2,0.39708234553963
GB,2023 Q3,0.39708234553963
GB,2023 Q4,0.39708234553963
GB,2024 Q1,1.10066786639271
GB,2024 Q2,1.10066786639271
GB,2024 Q3,1.10066786639271
GB,2024 Q4,1.10066786639271
